cycle number	Q discharge/mA.h	Q charge/mA.h	Ewe/V	(Q-Qo)/mA.h	time/s	<I>/mA	Capacity/mA.h	Efficiency/%	
1,000000000000000E+000	5,943102826667361E-001	0,000000000000000E+000	2,6603386E+000	-8,721341213655206E+000	6,480710060906643E+004	-4,497785869794142E+000	5,943102826667361E-001	0,0000000E+000
1,000000000000000E+000	6,317918655549685E-001	0,000000000000000E+000	2,6544533E+000	-8,758822795972984E+000	6,483710060912231E+004	-4,497789938210094E+000	6,317918655549685E-001	0,0000000E+000
1,000000000000000E+000	6,692722037083042E-001	0,000000000000000E+000	2,6486750E+000	-8,796303133563015E+000	6,486710060917819E+004	-4,497640570022786E+000	6,692722037083042E-001	0,0000000E+000
1,000000000000000E+000	7,067525911884042E-001	0,000000000000000E+000	2,6431599E+000	-8,833783520481216E+000	6,489710060923407E+004	-4,497646489234480E+000	7,067525911884042E-001	0,0000000E+000
1,000000000000000E+000	7,442332162091201E-001	0,000000000000000E+000	2,6376755E+000	-8,871264144942549E+000	6,492710060928995E+004	-4,497674994108339E+000	7,442332162091201E-001	0,0000000E+000
1,000000000000000E+000	7,817146434077685E-001	0,000000000000000E+000	2,6323898E+000	-8,908745571571879E+000	6,495710060934583E+004	-4,497771255460062E+000	7,817146434077685E-001	0,0000000E+000
1,000000000000000E+000	8,191962688786187E-001	0,000000000000000E+000	2,6273258E+000	-8,946227196476354E+000	6,498710060940182E+004	-4,497795048106775E+000	8,191962688786187E-001	0,0000000E+000
1,000000000000000E+000	8,566777310941748E-001	0,000000000000000E+000	2,6222997E+000	-8,983708658127096E+000	6,501710060945770E+004	-4,497775457488965E+000	8,566777310941748E-001	0,0000000E+000
1,000000000000000E+000	8,941594294813473E-001	0,000000000000000E+000	2,6174951E+000	-9,021190355947441E+000	6,504710060951358E+004	-4,497803798082886E+000	8,941594294813473E-001	0,0000000E+000
1,000000000000000E+000	9,316400647730826E-001	0,000000000000000E+000	2,6127899E+000	-9,058670990674973E+000	6,507710060956946E+004	-4,497676226630665E+000	9,316400647730826E-001	0,0000000E+000
1,000000000000000E+000	9,691214081952041E-001	0,000000000000000E+000	2,6081994E+000	-9,096152333532917E+000	6,510710060962534E+004	-4,497761202276843E+000	9,691214081952041E-001	0,0000000E+000
1,000000000000000E+000	1,006603490249766E+000	0,000000000000000E+000	2,6037958E+000	-9,133634415023115E+000	6,513710060968122E+004	-4,497849838169547E+000	1,006603490249766E+000	0,0000000E+000
1,000000000000000E+000	1,044085710899247E+000	0,000000000000000E+000	2,5994420E+000	-9,171116635105346E+000	6,516710060973710E+004	-4,497866469559769E+000	1,044085710899247E+000	0,0000000E+000
1,000000000000000E+000	1,081567564726909E+000	0,000000000000000E+000	2,5952256E+000	-9,208598488365121E+000	6,519710060979298E+004	-4,497822450941586E+000	1,081567564726909E+000	0,0000000E+000
1,000000000000000E+000	1,119049007068316E+000	0,000000000000000E+000	2,5911162E+000	-9,246079930137608E+000	6,522710060984886E+004	-4,497773072591102E+000	1,119049007068316E+000	0,0000000E+000
1,000000000000000E+000	1,156531133479383E+000	0,000000000000000E+000	2,5871365E+000	-9,283562055977001E+000	6,525710060990474E+004	-4,497855160950146E+000	1,156531133479383E+000	0,0000000E+000
1,000000000000000E+000	1,194013928455141E+000	0,000000000000000E+000	2,5832715E+000	-9,321044850381824E+000	6,528710060996062E+004	-4,497935388712855E+000	1,194013928455141E+000	0,0000000E+000
1,000000000000000E+000	1,231496022527801E+000	0,000000000000000E+000	2,5795021E+000	-9,358526943883710E+000	6,531710061001650E+004	-4,497851280341276E+000	1,231496022527801E+000	0,0000000E+000
1,000000000000000E+000	1,268977964580616E+000	0,000000000000000E+000	2,5758204E+000	-9,396008885365724E+000	6,534710061007238E+004	-4,497833037959897E+000	1,268977964580616E+000	0,0000000E+000
1,000000000000000E+000	1,306460157496426E+000	0,000000000000000E+000	2,5722418E+000	-9,433491077710681E+000	6,537710061012825E+004	-4,497863141519335E+000	1,306460157496426E+000	0,0000000E+000
1,000000000000000E+000	1,343941450652282E+000	0,000000000000000E+000	2,5688426E+000	-9,470972370295339E+000	6,540710061018413E+004	-4,497755170324950E+000	1,343941450652282E+000	0,0000000E+000
1,000000000000000E+000	1,381423079924027E+000	0,000000000000000E+000	2,5654323E+000	-9,508453998998537E+000	6,543710061024001E+004	-4,497795504231685E+000	1,381423079924027E+000	0,0000000E+000
1,000000000000000E+000	1,418904592974478E+000	0,000000000000000E+000	2,5621822E+000	-9,545935511483087E+000	6,546710061029589E+004	-4,497781557676255E+000	1,418904592974478E+000	0,0000000E+000
1,000000000000000E+000	1,456386272503111E+000	0,000000000000000E+000	2,5589702E+000	-9,583417190446271E+000	6,549710061035177E+004	-4,497801535058242E+000	1,456386272503111E+000	0,0000000E+000
1,000000000000000E+000	1,493869033675565E+000	0,000000000000000E+000	2,5559263E+000	-9,620899951050653E+000	6,552710061040765E+004	-4,497931332316377E+000	1,493869033675565E+000	0,0000000E+000
1,000000000000000E+000	1,531351824095832E+000	0,000000000000000E+000	2,5528634E+000	-9,658382740902530E+000	6,555710080541018E+004	-4,497905613665881E+000	1,531351824095832E+000	0,0000000E+000
1,000000000000000E+000	1,568834339368502E+000	0,000000000000000E+000	2,5498729E+000	-9,695865255605565E+000	6,558710099833354E+004	-4,497872907896060E+000	1,568834339368502E+000	0,0000000E+000
1,000000000000000E+000	1,606316744534757E+000	0,000000000000000E+000	2,5470431E+000	-9,733347660202318E+000	6,561710119120381E+004	-4,497859703170170E+000	1,606316744534757E+000	0,0000000E+000
1,000000000000000E+000	1,643798847075648E+000	0,000000000000000E+000	2,5442052E+000	-9,770829762177653E+000	6,564710138414997E+004	-4,497823376982215E+000	1,643798847075648E+000	0,0000000E+000
1,000000000000000E+000	1,681280604504797E+000	0,000000000000000E+000	2,5414670E+000	-9,808311519037511E+000	6,567710157701510E+004	-4,497781975987341E+000	1,681280604504797E+000	0,0000000E+000
1,000000000000000E+000	1,718762679527892E+000	0,000000000000000E+000	2,5388050E+000	-9,845793593489143E+000	6,570710176994403E+004	-4,497820077451137E+000	1,718762679527892E+000	0,0000000E+000
1,000000000000000E+000	1,756244989399513E+000	0,000000000000000E+000	2,5361507E+000	-9,883275902789487E+000	6,573710196283570E+004	-4,497848264678224E+000	1,756244989399513E+000	0,0000000E+000
1,000000000000000E+000	1,793727165586128E+000	0,000000000000000E+000	2,5336339E+000	-9,920758078406042E+000	6,576710215573810E+004	-4,497832220972716E+000	1,793727165586128E+000	0,0000000E+000
1,000000000000000E+000	1,831210439419773E+000	0,000000000000000E+000	2,5311360E+000	-9,958241351674980E+000	6,579710234865634E+004	-4,497963935395722E+000	1,831210439419773E+000	0,0000000E+000
1,000000000000000E+000	1,868693189375560E+000	0,000000000000000E+000	2,5286689E+000	-9,995724101061661E+000	6,582710254153213E+004	-4,497901076818886E+000	1,868693189375560E+000	0,0000000E+000
1,000000000000000E+000	1,906175644597027E+000	0,000000000000000E+000	2,5263011E+000	-1,003320655571659E+001	6,585710273447691E+004	-4,497865698586550E+000	1,906175644597027E+000	0,0000000E+000
1,000000000000000E+000	1,943658879886707E+000	0,000000000000000E+000	2,5240250E+000	-1,007068979044146E+001	6,588710292733787E+004	-4,497959318737035E+000	1,943658879886707E+000	0,0000000E+000
1,000000000000000E+000	1,981142390081115E+000	0,000000000000000E+000	2,5217180E+000	-1,010817330007519E+001	6,591710312027193E+004	-4,497992296130955E+000	1,981142390081115E+000	0,0000000E+000
1,000000000000000E+000	2,018624759849681E+000	0,000000000000000E+000	2,5195105E+000	-1,014565566927438E+001	6,594710331315850E+004	-4,497855453031312E+000	2,018624759849681E+000	0,0000000E+000
1,000000000000000E+000	2,056107647339345E+000	0,000000000000000E+000	2,5173185E+000	-1,018313855619603E+001	6,597710350606602E+004	-4,497917576021732E+000	2,056107647339345E+000	0,0000000E+000
1,000000000000000E+000	2,093589552379794E+000	0,000000000000000E+000	2,5151529E+000	-1,022062046066896E+001	6,600710369897960E+004	-4,497799681966584E+000	2,093589552379794E+000	0,0000000E+000
1,000000000000000E+000	2,131071495633073E+000	0,000000000000000E+000	2,5130525E+000	-1,025810240334837E+001	6,603710389186046E+004	-4,497804272381077E+000	2,131071495633073E+000	0,0000000E+000
1,000000000000000E+000	2,168553834868352E+000	0,000000000000000E+000	2,5109632E+000	-1,029558474201854E+001	6,606710408480046E+004	-4,497851781049081E+000	2,168553834868352E+000	0,0000000E+000
1,000000000000000E+000	2,206035667964141E+000	0,000000000000000E+000	2,5089965E+000	-1,033306657454340E+001	6,609710427766223E+004	-4,497791056429685E+000	2,206035667964141E+000	0,0000000E+000
1,000000000000000E+000	2,243517079454237E+000	0,000000000000000E+000	2,5069876E+000	-1,037054798546420E+001	6,612710447060131E+004	-4,497740452482704E+000	2,243517079454237E+000	0,0000000E+000
1,000000000000000E+000	2,280998188820601E+000	0,000000000000000E+000	2,5050664E+000	-1,040802909426753E+001	6,615710466348263E+004	-4,497704206524849E+000	2,280998188820601E+000	0,0000000E+000
1,000000000000000E+000	2,318479790387710E+000	0,000000000000000E+000	2,5031416E+000	-1,044551069527075E+001	6,618710485639516E+004	-4,497763265557023E+000	2,318479790387710E+000	0,0000000E+000
1,000000000000000E+000	2,355960903224972E+000	0,000000000000000E+000	2,5012665E+000	-1,048299180754617E+001	6,621710504930280E+004	-4,497704619085452E+000	2,355960903224972E+000	0,0000000E+000
1,000000000000000E+000	2,393442989595943E+000	0,000000000000000E+000	2,4994256E+000	-1,052047389334753E+001	6,624710524218879E+004	-4,497821445625823E+000	2,393442989595943E+000	0,0000000E+000
1,000000000000000E+000	2,430924813278145E+000	0,000000000000000E+000	2,4976153E+000	-1,055795571646301E+001	6,627710543512367E+004	-4,497789915845674E+000	2,430924813278145E+000	0,0000000E+000
1,000000000000000E+000	2,468407111163908E+000	0,000000000000000E+000	2,4958355E+000	-1,059543801377890E+001	6,630710562798567E+004	-4,497846830833023E+000	2,468407111163908E+000	0,0000000E+000
1,000000000000000E+000	2,505889190994475E+000	0,000000000000000E+000	2,4940405E+000	-1,063292009304349E+001	6,633710582093033E+004	-4,497820651985659E+000	2,505889190994475E+000	0,0000000E+000
1,000000000000000E+000	2,543371532482650E+000	0,000000000000000E+000	2,4923716E+000	-1,067040243396314E+001	6,636710601380654E+004	-4,497852060959648E+000	2,543371532482650E+000	0,0000000E+000
1,000000000000000E+000	2,580853546778441E+000	0,000000000000000E+000	2,4906416E+000	-1,070788444768704E+001	6,639710620672419E+004	-4,497812791912241E+000	2,580853546778441E+000	0,0000000E+000
1,000000000000000E+000	2,618334273211426E+000	0,000000000000000E+000	2,4890337E+000	-1,074536517356536E+001	6,642710639962694E+004	-4,497658251603534E+000	2,618334273211426E+000	0,0000000E+000
1,000000000000000E+000	2,655814872701910E+000	0,000000000000000E+000	2,4873493E+000	-1,078284577249909E+001	6,645710659251758E+004	-4,497643020416344E+000	2,655814872701910E+000	0,0000000E+000
1,000000000000000E+000	2,693295830490669E+000	0,000000000000000E+000	2,4857416E+000	-1,082032672972531E+001	6,648710678544687E+004	-4,497686010138457E+000	2,693295830490669E+000	0,0000000E+000
1,000000000000000E+000	2,730776724842204E+000	0,000000000000000E+000	2,4841490E+000	-1,085780762351137E+001	6,651710697831097E+004	-4,497678407494378E+000	2,730776724842204E+000	0,0000000E+000
1,000000000000000E+000	2,768256919120736E+000	0,000000000000000E+000	2,4826174E+000	-1,089528781723475E+001	6,654710717125749E+004	-4,497594386917380E+000	2,768256919120736E+000	0,0000000E+000
1,000000000000000E+000	2,805736908518950E+000	0,000000000000000E+000	2,4810095E+000	-1,093276780607578E+001	6,657710736412858E+004	-4,497569812746842E+000	2,805736908518950E+000	0,0000000E+000
1,000000000000000E+000	2,843217122198582E+000	0,000000000000000E+000	2,4795468E+000	-1,097024801919675E+001	6,660710755705147E+004	-4,497596718577331E+000	2,843217122198582E+000	0,0000000E+000
1,000000000000000E+000	2,880698342097415E+000	0,000000000000000E+000	2,4779849E+000	-1,100772923853336E+001	6,663710774994921E+004	-4,497717467874959E+000	2,880698342097415E+000	0,0000000E+000
1,000000000000000E+000	2,918180439091444E+000	0,000000000000000E+000	2,4765258E+000	-1,104521133495744E+001	6,666710794284556E+004	-4,497822718831166E+000	2,918180439091444E+000	0,0000000E+000
1,000000000000000E+000	2,955661582212395E+000	0,000000000000000E+000	2,4751012E+000	-1,108269247751949E+001	6,669710813576984E+004	-4,497708250609003E+000	2,955661582212395E+000	0,0000000E+000
1,000000000000000E+000	2,993143137490114E+000	0,000000000000000E+000	2,4737265E+000	-1,112017403223385E+001	6,672710832863965E+004	-4,497757717271253E+000	2,993143137490114E+000	0,0000000E+000
1,000000000000000E+000	3,030625574044334E+000	0,000000000000000E+000	2,4723248E+000	-1,115765646821668E+001	6,675710852158582E+004	-4,497863458321802E+000	3,030625574044334E+000	0,0000000E+000
1,000000000000000E+000	3,068107907018344E+000	0,000000000000000E+000	2,4709461E+000	-1,119513880061746E+001	6,678710871445190E+004	-4,497851040784797E+000	3,068107907018344E+000	0,0000000E+000
1,000000000000000E+000	3,105590119072252E+000	0,000000000000000E+000	2,4695444E+000	-1,123262101210043E+001	6,681710890737991E+004	-4,497836521180449E+000	3,105590119072252E+000	0,0000000E+000
1,000000000000000E+000	3,143071382831971E+000	0,000000000000000E+000	2,4682307E+000	-1,127010227530191E+001	6,684710910027300E+004	-4,497722731845550E+000	3,143071382831971E+000	0,0000000E+000
1,000000000000000E+000	3,180552422884650E+000	0,000000000000000E+000	2,4669473E+000	-1,130758331478869E+001	6,687710929317445E+004	-4,497695885918884E+000	3,180552422884650E+000	0,0000000E+000
1,000000000000000E+000	3,218033479235041E+000	0,000000000000000E+000	2,4656260E+000	-1,134506437057492E+001	6,690710948609406E+004	-4,497697838908954E+000	3,218033479235041E+000	0,0000000E+000
1,000000000000000E+000	3,255514604760092E+000	0,000000000000000E+000	2,4643695E+000	-1,138254549554035E+001	6,693710967896899E+004	-4,497706146514723E+000	3,255514604760092E+000	0,0000000E+000
1,000000000000000E+000	3,292995906096619E+000	0,000000000000000E+000	2,4630823E+000	-1,142002679631170E+001	6,696710987191513E+004	-4,497727233079130E+000	3,292995906096619E+000	0,0000000E+000
1,000000000000000E+000	3,330477283708282E+000	0,000000000000000E+000	2,4619062E+000	-1,145750817335447E+001	6,699711006477679E+004	-4,497736398703476E+000	3,330477283708282E+000	0,0000000E+000
1,000000000000000E+000	3,367958868078737E+000	0,000000000000000E+000	2,4607337E+000	-1,149498975716125E+001	6,702711025770992E+004	-4,497761198882392E+000	3,367958868078737E+000	0,0000000E+000
1,000000000000000E+000	3,405441462680951E+000	0,000000000000000E+000	2,4595649E+000	-1,153247235119682E+001	6,705711045059736E+004	-4,497882432764628E+000	3,405441462680951E+000	0,0000000E+000
1,000000000000000E+000	3,442923743359647E+000	0,000000000000000E+000	2,4583428E+000	-1,156995463130800E+001	6,708711064350395E+004	-4,497844759313537E+000	3,442923743359647E+000	0,0000000E+000
1,000000000000000E+000	3,480405824758054E+000	0,000000000000000E+000	2,4572468E+000	-1,160743671213921E+001	6,711711083641800E+004	-4,497820844715649E+000	3,480405824758054E+000	0,0000000E+000
1,000000000000000E+000	3,517887484032421E+000	0,000000000000000E+000	2,4560742E+000	-1,164491837084966E+001	6,714711102929804E+004	-4,497770195252840E+000	3,517887484032421E+000	0,0000000E+000
1,000000000000000E+000	3,555369233207360E+000	0,000000000000000E+000	2,4549935E+000	-1,168240011945725E+001	6,717711122223909E+004	-4,497780974106577E+000	3,555369233207360E+000	0,0000000E+000
1,000000000000000E+000	3,592850706539368E+000	0,000000000000000E+000	2,4539049E+000	-1,171988159222372E+001	6,720711141510075E+004	-4,497747885070928E+000	3,592850706539368E+000	0,0000000E+000
1,000000000000000E+000	3,630331651337175E+000	0,000000000000000E+000	2,4528127E+000	-1,175736253646003E+001	6,723711160803889E+004	-4,497684449907854E+000	3,630331651337175E+000	0,0000000E+000
1,000000000000000E+000	3,667813401283054E+000	0,000000000000000E+000	2,4518464E+000	-1,179484428583879E+001	6,726711180092115E+004	-4,497781075432805E+000	3,667813401283054E+000	0,0000000E+000
1,000000000000000E+000	3,705295863901749E+000	0,000000000000000E+000	2,4507158E+000	-1,183232674789042E+001	6,729711199383275E+004	-4,497866591222542E+000	3,705295863901749E+000	0,0000000E+000
1,000000000000000E+000	3,742777793183778E+000	0,000000000000000E+000	2,4497459E+000	-1,186980867660644E+001	6,732711218674155E+004	-4,497802591653066E+000	3,742777793183778E+000	0,0000000E+000
1,000000000000000E+000	3,780259633326585E+000	0,000000000000000E+000	2,4487109E+000	-1,190729051617932E+001	6,735711237962614E+004	-4,497791898645430E+000	3,780259633326585E+000	0,0000000E+000
1,000000000000000E+000	3,817741068188245E+000	0,000000000000000E+000	2,4477637E+000	-1,194477195047344E+001	6,738711257256148E+004	-4,497743257610859E+000	3,817741068188245E+000	0,0000000E+000
1,000000000000000E+000	3,855223447103794E+000	0,000000000000000E+000	2,4467363E+000	-1,198225432881535E+001	6,741711276542279E+004	-4,497856554449556E+000	3,855223447103794E+000	0,0000000E+000
1,000000000000000E+000	3,892705322845514E+000	0,000000000000000E+000	2,4458199E+000	-1,201973620398572E+001	6,744711295836605E+004	-4,497796161690991E+000	3,892705322845514E+000	0,0000000E+000
1,000000000000000E+000	3,930187083860134E+000	0,000000000000000E+000	2,4448841E+000	-1,205721796442599E+001	6,747711315124319E+004	-4,497782404441200E+000	3,930187083860134E+000	0,0000000E+000
1,000000000000000E+000	3,967668907846903E+000	0,000000000000000E+000	2,4439216E+000	-1,209469978784551E+001	6,750711334415991E+004	-4,497789955116180E+000	3,967668907846903E+000	0,0000000E+000
1,000000000000000E+000	4,005150960406411E+000	0,000000000000000E+000	2,4429746E+000	-1,213218183983718E+001	6,753711353706359E+004	-4,497817385623356E+000	4,005150960406411E+000	0,0000000E+000
1,000000000000000E+000	4,042632753838540E+000	0,000000000000000E+000	2,4421113E+000	-1,216966363270314E+001	6,756711372995377E+004	-4,497786292562502E+000	4,042632753838540E+000	0,0000000E+000
1,000000000000000E+000	4,080114877459077E+000	0,000000000000000E+000	2,4410915E+000	-1,220714575575566E+001	6,759711392288446E+004	-4,497825908842660E+000	4,080114877459077E+000	0,0000000E+000
1,000000000000000E+000	4,117596945800597E+000	0,000000000000000E+000	2,4402781E+000	-1,224462782352996E+001	6,762711411574762E+004	-4,497819285526499E+000	4,117596945800597E+000	0,0000000E+000
1,000000000000000E+000	4,155079960750846E+000	0,000000000000000E+000	2,4392889E+000	-1,228211083791256E+001	6,765711430869414E+004	-4,497932865346518E+000	4,155079960750846E+000	0,0000000E+000
1,000000000000000E+000	4,192562610968141E+000	0,000000000000000E+000	2,4384718E+000	-1,231959348755704E+001	6,768711450156616E+004	-4,497889108844061E+000	4,192562610968141E+000	0,0000000E+000
1,000000000000000E+000	4,230044518781160E+000	0,000000000000000E+000	2,4375780E+000	-1,235707539480339E+001	6,771711469448800E+004	-4,497800013433594E+000	4,230044518781160E+000	0,0000000E+000
1,000000000000000E+000	4,267525948855852E+000	0,000000000000000E+000	2,4366117E+000	-1,239455682431152E+001	6,774711488738703E+004	-4,497742688623834E+000	4,267525948855852E+000	0,0000000E+000
1,000000000000000E+000	4,305007439655146E+000	0,000000000000000E+000	2,4358594E+000	-1,243203831454780E+001	6,777711508028209E+004	-4,497749976122734E+000	4,305007439655146E+000	0,0000000E+000
1,000000000000000E+000	4,342489852530401E+000	0,000000000000000E+000	2,4349313E+000	-1,246952072685398E+001	6,780711527320778E+004	-4,497860619936156E+000	4,342489852530401E+000	0,0000000E+000
1,000000000000000E+000	4,379972542668979E+000	0,000000000000000E+000	2,4340644E+000	-1,250700341642573E+001	6,783711546607665E+004	-4,497893899838567E+000	4,379972542668979E+000	0,0000000E+000
1,000000000000000E+000	4,417455336764071E+000	0,000000000000000E+000	2,4332814E+000	-1,254448620995596E+001	6,786711565902375E+004	-4,497906362810910E+000	4,417455336764071E+000	0,0000000E+000
1,000000000000000E+000	4,454937827973075E+000	0,000000000000000E+000	2,4323916E+000	-1,258196870059352E+001	6,789711585189076E+004	-4,497870028722327E+000	4,454937827973075E+000	0,0000000E+000
1,000000000000000E+000	4,492420218061077E+000	0,000000000000000E+000	2,4315743E+000	-1,261945109010988E+001	6,792711604481784E+004	-4,497857885273927E+000	4,492420218061077E+000	0,0000000E+000
1,000000000000000E+000	4,529902387478882E+000	0,000000000000000E+000	2,4307265E+000	-1,265693325895662E+001	6,795711623771139E+004	-4,497831410047295E+000	4,529902387478882E+000	0,0000000E+000
1,000000000000000E+000	4,567384648205493E+000	0,000000000000000E+000	2,4299932E+000	-1,269441551911473E+001	6,798711643061182E+004	-4,497842366003750E+000	4,567384648205493E+000	0,0000000E+000
1,000000000000000E+000	4,604866509756009E+000	0,000000000000000E+000	2,4291530E+000	-1,273189738010030E+001	6,801711662353238E+004	-4,497794462160964E+000	4,604866509756009E+000	0,0000000E+000
1,000000000000000E+000	4,642348906202237E+000	0,000000000000000E+000	2,4283357E+000	-1,276937977598127E+001	6,804711681640591E+004	-4,497858656284940E+000	4,642348906202237E+000	0,0000000E+000
1,000000000000000E+000	4,679831237334967E+000	0,000000000000000E+000	2,4275489E+000	-1,280686210654940E+001	6,807711700935253E+004	-4,497850807756714E+000	4,679831237334967E+000	0,0000000E+000
1,000000000000000E+000	4,717313797090637E+000	0,000000000000000E+000	2,4267468E+000	-1,284434466573535E+001	6,810711720221440E+004	-4,497878255039526E+000	4,717313797090637E+000	0,0000000E+000
1,000000000000000E+000	4,754796458854067E+000	0,000000000000000E+000	2,4259372E+000	-1,288182732692941E+001	6,813711739514659E+004	-4,497890485349810E+000	4,754796458854067E+000	0,0000000E+000
1,000000000000000E+000	4,792278804834896E+000	0,000000000000000E+000	2,4251962E+000	-1,291930967234408E+001	6,816711758803501E+004	-4,497852598244158E+000	4,792278804834896E+000	0,0000000E+000
1,000000000000000E+000	4,829761824795829E+000	0,000000000000000E+000	2,4244211E+000	-1,295679269173087E+001	6,819711778094067E+004	-4,497933472751184E+000	4,829761824795829E+000	0,0000000E+000
1,000000000000000E+000	4,867244704447402E+000	0,000000000000000E+000	2,4236686E+000	-1,299427557081140E+001	6,822711797385564E+004	-4,497916634339885E+000	4,867244704447402E+000	0,0000000E+000
1,000000000000000E+000	4,904727482914316E+000	0,000000000000000E+000	2,4228895E+000	-1,303175834870948E+001	6,825711816673423E+004	-4,497904497713213E+000	4,904727482914316E+000	0,0000000E+000
1,000000000000000E+000	4,942210425888035E+000	0,000000000000000E+000	2,4220951E+000	-1,306924129111608E+001	6,828711835967575E+004	-4,497924228969088E+000	4,942210425888035E+000	0,0000000E+000
1,000000000000000E+000	4,979693021893873E+000	0,000000000000000E+000	2,4213428E+000	-1,310672388655138E+001	6,831711855253717E+004	-4,497882605099286E+000	4,979693021893873E+000	0,0000000E+000
1,000000000000000E+000	5,017174853321685E+000	0,000000000000000E+000	2,4206705E+000	-1,314420571741223E+001	6,834711874547449E+004	-4,497790844946412E+000	5,017174853321685E+000	0,0000000E+000
1,000000000000000E+000	5,054656305533462E+000	0,000000000000000E+000	2,4199259E+000	-1,318168716906084E+001	6,837711893835780E+004	-4,497745347413240E+000	5,054656305533462E+000	0,0000000E+000
1,000000000000000E+000	5,092137440083054E+000	0,000000000000000E+000	2,4191277E+000	-1,321916830305211E+001	6,840711913126858E+004	-4,497707224077017E+000	5,092137440083054E+000	0,0000000E+000
1,000000000000000E+000	5,129618526382606E+000	0,000000000000000E+000	2,4184515E+000	-1,325664938878992E+001	6,843711932417890E+004	-4,497701434179332E+000	5,129618526382606E+000	0,0000000E+000
1,000000000000000E+000	5,167100092090792E+000	0,000000000000000E+000	2,4177070E+000	-1,329413095393681E+001	6,846711951706302E+004	-4,497758966772642E+000	5,167100092090792E+000	0,0000000E+000
1,000000000000000E+000	5,204582136177540E+000	0,000000000000000E+000	2,4169927E+000	-1,333161299745676E+001	6,849711970999977E+004	-4,497816363941777E+000	5,204582136177540E+000	0,0000000E+000
1,000000000000000E+000	5,242064101533757E+000	0,000000000000000E+000	2,4163320E+000	-1,336909496224581E+001	6,852711990286107E+004	-4,497806927648893E+000	5,242064101533757E+000	0,0000000E+000
1,000000000000000E+000	5,279546244346963E+000	0,000000000000000E+000	2,4155757E+000	-1,340657710449476E+001	6,855712009580340E+004	-4,497828210202767E+000	5,279546244346963E+000	0,0000000E+000
1,000000000000000E+000	5,317028025617599E+000	0,000000000000000E+000	2,4148655E+000	-1,344405888519642E+001	6,858712028868147E+004	-4,497784835007862E+000	5,317028025617599E+000	0,0000000E+000
1,000000000000000E+000	5,354510469992001E+000	0,000000000000000E+000	2,4141779E+000	-1,348154132900153E+001	6,861712048159726E+004	-4,497864401293119E+000	5,354510469992001E+000	0,0000000E+000
1,000000000000000E+000	5,391992870332002E+000	0,000000000000000E+000	2,4134943E+000	-1,351902372877121E+001	6,864712067450210E+004	-4,497859118839575E+000	5,391992870332002E+000	0,0000000E+000
1,000000000000000E+000	5,429475198971880E+000	0,000000000000000E+000	2,4127305E+000	-1,355650605683883E+001	6,867712086739135E+004	-4,497850517219000E+000	5,429475198971880E+000	0,0000000E+000
1,000000000000000E+000	5,466957001454909E+000	0,000000000000000E+000	2,4120622E+000	-1,359398785875127E+001	6,870712106032297E+004	-4,497787372449927E+000	5,466957001454909E+000	0,0000000E+000
1,000000000000000E+000	5,504438938903967E+000	0,000000000000000E+000	2,4114320E+000	-1,363146979563263E+001	6,873712125318591E+004	-4,497803578566919E+000	5,504438938903967E+000	0,0000000E+000
1,000000000000000E+000	5,541920753262678E+000	0,000000000000000E+000	2,4107559E+000	-1,366895160942417E+001	6,876712144613289E+004	-4,497788795218775E+000	5,541920753262678E+000	0,0000000E+000
1,000000000000000E+000	5,579402497065649E+000	0,000000000000000E+000	2,4100914E+000	-1,370643335265801E+001	6,879712163900584E+004	-4,497780339684909E+000	5,579402497065649E+000	0,0000000E+000
1,000000000000000E+000	5,616884416269222E+000	0,000000000000000E+000	2,4093812E+000	-1,374391527129242E+001	6,882712183192628E+004	-4,497801380500678E+000	5,616884416269222E+000	0,0000000E+000
1,000000000000000E+000	5,654366195830688E+000	0,000000000000000E+000	2,4087358E+000	-1,378139705028439E+001	6,885712202482577E+004	-4,497784626697344E+000	5,654366195830688E+000	0,0000000E+000
1,000000000000000E+000	5,691847768184210E+000	0,000000000000000E+000	2,4080977E+000	-1,381887862206957E+001	6,888712221771968E+004	-4,497759762741632E+000	5,691847768184210E+000	0,0000000E+000
1,000000000000000E+000	5,729328542444836E+000	0,000000000000000E+000	2,4074714E+000	-1,385635939576687E+001	6,891712241064617E+004	-4,497663987323133E+000	5,729328542444836E+000	0,0000000E+000
1,000000000000000E+000	5,766809255758231E+000	0,000000000000000E+000	2,4068604E+000	-1,389384010852387E+001	6,894712260351353E+004	-4,497656682568405E+000	5,766809255758231E+000	0,0000000E+000
1,000000000000000E+000	5,804289566780168E+000	0,000000000000000E+000	2,4061959E+000	-1,393132041898738E+001	6,897712279646005E+004	-4,497608396035959E+000	5,804289566780168E+000	0,0000000E+000
1,000000000000000E+000	5,841770276853746E+000	0,000000000000000E+000	2,4055696E+000	-1,396880112850118E+001	6,900712298932788E+004	-4,497656293723041E+000	5,841770276853746E+000	0,0000000E+000
1,000000000000000E+000	5,879251471630917E+000	0,000000000000000E+000	2,4049852E+000	-1,400628232271444E+001	6,903712318225403E+004	-4,497714449036250E+000	5,879251471630917E+000	0,0000000E+000
1,000000000000000E+000	5,916733782349002E+000	0,000000000000000E+000	2,4043436E+000	-1,404376463286834E+001	6,906712337514851E+004	-4,497848365832349E+000	5,916733782349002E+000	0,0000000E+000
