cycle number	Q discharge/mA.h	Q charge/mA.h	Ewe/V	(Q-Qo)/mA.h	time/s	<I>/mA	Capacity/mA.h	Efficiency/%	
6,000000000000000E+000	1,696908024168889E+000	0,000000000000000E+000	2,5891950E+000	-1,392537398934136E+001	3,457262467424669E+005	-4,497612188725478E+000	1,696908024168889E+000	0,0000000E+000
6,000000000000000E+000	1,734389035767794E+000	0,000000000000000E+000	2,5867662E+000	-1,396285500037453E+001	3,457562469201151E+005	-4,497694758296628E+000	1,734389035767794E+000	0,0000000E+000
6,000000000000000E+000	1,771869347605520E+000	0,000000000000000E+000	2,5843945E+000	-1,400033531165441E+001	3,457862470977632E+005	-4,497610787452420E+000	1,771869347605520E+000	0,0000000E+000
6,000000000000000E+000	1,809349889049266E+000	0,000000000000000E+000	2,5820608E+000	-1,403781585253808E+001	3,458162472754116E+005	-4,497638339976653E+000	1,809349889049266E+000	0,0000000E+000
6,000000000000000E+000	1,846829954012500E+000	0,000000000000000E+000	2,5798113E+000	-1,407529591694323E+001	3,458462474530598E+005	-4,497581162688881E+000	1,846829954012500E+000	0,0000000E+000
6,000000000000000E+000	1,884310470638726E+000	0,000000000000000E+000	2,5775275E+000	-1,411277643301312E+001	3,458762476307079E+005	-4,497635361926828E+000	1,884310470638726E+000	0,0000000E+000
6,000000000000000E+000	1,921790731072029E+000	0,000000000000000E+000	2,5753391E+000	-1,415025669288439E+001	3,459062478083561E+005	-4,497604618958165E+000	1,921790731072029E+000	0,0000000E+000
6,000000000000000E+000	1,959271822588259E+000	0,000000000000000E+000	2,5731394E+000	-1,418773778383660E+001	3,459362479860038E+005	-4,497704348388643E+000	1,959271822588259E+000	0,0000000E+000
6,000000000000000E+000	1,996753649565114E+000	0,000000000000000E+000	2,5710578E+000	-1,422521961024716E+001	3,459662481636520E+005	-4,497792603053857E+000	1,996753649565114E+000	0,0000000E+000
6,000000000000000E+000	2,034235048758454E+000	0,000000000000000E+000	2,5689344E+000	-1,426270100887315E+001	3,459962483413003E+005	-4,497741269335949E+000	2,034235048758454E+000	0,0000000E+000
6,000000000000000E+000	2,071714641473426E+000	0,000000000000000E+000	2,5668759E+000	-1,430018060103403E+001	3,460262485189486E+005	-4,497524493215463E+000	2,071714641473426E+000	0,0000000E+000
6,000000000000000E+000	2,109194294025130E+000	0,000000000000000E+000	2,5648785E+000	-1,433766025303049E+001	3,460562486965968E+005	-4,497531673580785E+000	2,109194294025130E+000	0,0000000E+000
6,000000000000000E+000	2,146674047462702E+000	0,000000000000000E+000	2,5628963E+000	-1,437514000591331E+001	3,460862488742453E+005	-4,497543779778360E+000	2,146674047462702E+000	0,0000000E+000
6,000000000000000E+000	2,184154555697203E+000	0,000000000000000E+000	2,5609105E+000	-1,441262051359018E+001	3,461162490518936E+005	-4,497634354908375E+000	2,184154555697203E+000	0,0000000E+000
6,000000000000000E+000	2,221634242689901E+000	0,000000000000000E+000	2,5589740E+000	-1,445010020003515E+001	3,461462492295417E+005	-4,497535806493077E+000	2,221634242689901E+000	0,0000000E+000
6,000000000000000E+000	2,259114574295336E+000	0,000000000000000E+000	2,5570645E+000	-1,448758053108411E+001	3,461762494071900E+005	-4,497613159545909E+000	2,259114574295336E+000	0,0000000E+000
6,000000000000000E+000	2,296595494537381E+000	0,000000000000000E+000	2,5552006E+000	-1,452506145076821E+001	3,462062495848378E+005	-4,497683795590673E+000	2,296595494537381E+000	0,0000000E+000
6,000000000000000E+000	2,334076832349169E+000	0,000000000000000E+000	2,5533292E+000	-1,456254278801786E+001	3,462362497624861E+005	-4,497733903593331E+000	2,334076832349169E+000	0,0000000E+000
6,000000000000000E+000	2,371557713477612E+000	0,000000000000000E+000	2,5514770E+000	-1,460002366858980E+001	3,462662499401344E+005	-4,497679101916527E+000	2,371557713477612E+000	0,0000000E+000
6,000000000000000E+000	2,409037993125095E+000	0,000000000000000E+000	2,5497317E+000	-1,463750394767833E+001	3,462962501177826E+005	-4,497606924628633E+000	2,409037993125095E+000	0,0000000E+000
6,000000000000000E+000	2,446518109660944E+000	0,000000000000000E+000	2,5479596E+000	-1,467498406365784E+001	3,463262502954309E+005	-4,497587351348490E+000	2,446518109660944E+000	0,0000000E+000
6,000000000000000E+000	2,483998551665360E+000	0,000000000000000E+000	2,5462143E+000	-1,471246450510078E+001	3,463562504730794E+005	-4,497626407310312E+000	2,483998551665360E+000	0,0000000E+000
6,000000000000000E+000	2,521479650490470E+000	0,000000000000000E+000	2,5445414E+000	-1,474994560336227E+001	3,463862506507276E+005	-4,497705225370568E+000	2,521479650490470E+000	0,0000000E+000
6,000000000000000E+000	2,558960803742304E+000	0,000000000000000E+000	2,5427885E+000	-1,478742675605610E+001	3,464162508283757E+005	-4,497711756547386E+000	2,558960803742304E+000	0,0000000E+000
6,000000000000000E+000	2,596440417313948E+000	0,000000000000000E+000	2,5411272E+000	-1,482490636907975E+001	3,464462510060240E+005	-4,497526996009992E+000	2,596440417313948E+000	0,0000000E+000
6,000000000000000E+000	2,633919929625645E+000	0,000000000000000E+000	2,5393894E+000	-1,486238588083871E+001	3,464762511836718E+005	-4,497514844949412E+000	2,633919929625645E+000	0,0000000E+000
6,000000000000000E+000	2,671400232876540E+000	0,000000000000000E+000	2,5377929E+000	-1,489986618353113E+001	3,465062513613200E+005	-4,497609757021401E+000	2,671400232876540E+000	0,0000000E+000
6,000000000000000E+000	2,708881118260835E+000	0,000000000000000E+000	2,5361660E+000	-1,493734706803634E+001	3,465362515389683E+005	-4,497679612615637E+000	2,708881118260835E+000	0,0000000E+000
6,000000000000000E+000	2,746362495207019E+000	0,000000000000000E+000	2,5345619E+000	-1,497482844393317E+001	3,465662517166166E+005	-4,497738599693096E+000	2,746362495207019E+000	0,0000000E+000
6,000000000000000E+000	2,783842911652513E+000	0,000000000000000E+000	2,5329692E+000	-1,501230885936742E+001	3,465962518942648E+005	-4,497623340292737E+000	2,783842911652513E+000	0,0000000E+000
6,000000000000000E+000	2,821322638600483E+000	0,000000000000000E+000	2,5314302E+000	-1,504978858533308E+001	3,466262520719133E+005	-4,497540601044920E+000	2,821322638600483E+000	0,0000000E+000
6,000000000000000E+000	2,858801779176210E+000	0,000000000000000E+000	2,5298719E+000	-1,508726772493148E+001	3,466562522495615E+005	-4,497470236844784E+000	2,858801779176210E+000	0,0000000E+000
6,000000000000000E+000	2,896281743933520E+000	0,000000000000000E+000	2,5283215E+000	-1,512474768870587E+001	3,466862524272094E+005	-4,497569138084018E+000	2,896281743933520E+000	0,0000000E+000
6,000000000000000E+000	2,933762390093221E+000	0,000000000000000E+000	2,5268052E+000	-1,516222833385282E+001	3,467162526048576E+005	-4,497650905851939E+000	2,933762390093221E+000	0,0000000E+000
6,000000000000000E+000	2,971243007916133E+000	0,000000000000000E+000	2,5253234E+000	-1,519970895066251E+001	3,467462527825052E+005	-4,497647505527103E+000	2,971243007916133E+000	0,0000000E+000
6,000000000000000E+000	3,008723491804971E+000	0,000000000000000E+000	2,5238185E+000	-1,523718943354212E+001	3,467762529601534E+005	-4,497631433463584E+000	3,008723491804971E+000	0,0000000E+000
6,000000000000000E+000	3,046203532954111E+000	0,000000000000000E+000	2,5223863E+000	-1,527466947370349E+001	3,468062531378018E+005	-4,497578304979450E+000	3,046203532954111E+000	0,0000000E+000
6,000000000000000E+000	3,083683582306545E+000	0,000000000000000E+000	2,5208740E+000	-1,531214952207221E+001	3,468362533154499E+005	-4,497579289403872E+000	3,083683582306545E+000	0,0000000E+000
6,000000000000000E+000	3,121163646793260E+000	0,000000000000000E+000	2,5194647E+000	-1,534962958557547E+001	3,468662534930983E+005	-4,497581105472002E+000	3,121163646793260E+000	0,0000000E+000
6,000000000000000E+000	3,158643616592911E+000	0,000000000000000E+000	2,5180402E+000	-1,538710955439202E+001	3,468962536707465E+005	-4,497569743126452E+000	3,158643616592911E+000	0,0000000E+000
6,000000000000000E+000	3,196123187084119E+000	0,000000000000000E+000	2,5165775E+000	-1,542458912390391E+001	3,469262538483946E+005	-4,497521826397028E+000	3,196123187084119E+000	0,0000000E+000
6,000000000000000E+000	3,233602637363170E+000	0,000000000000000E+000	2,5151834E+000	-1,546206857320563E+001	3,469562540260428E+005	-4,497507401023541E+000	3,233602637363170E+000	0,0000000E+000
6,000000000000000E+000	3,271082463394801E+000	0,000000000000000E+000	2,5137436E+000	-1,549954839826814E+001	3,469862542036911E+005	-4,497552491031409E+000	3,271082463394801E+000	0,0000000E+000
6,000000000000000E+000	3,308562672348897E+000	0,000000000000000E+000	2,5124376E+000	-1,553702860623074E+001	3,470162543813391E+005	-4,497598441524794E+000	3,308562672348897E+000	0,0000000E+000
6,000000000000000E+000	3,346043010504644E+000	0,000000000000000E+000	2,5110550E+000	-1,557450894339424E+001	3,470462545589875E+005	-4,497613945561247E+000	3,346043010504644E+000	0,0000000E+000
6,000000000000000E+000	3,383522389105903E+000	0,000000000000000E+000	2,5096762E+000	-1,561198832101048E+001	3,470762547366358E+005	-4,497498799704680E+000	3,383522389105903E+000	0,0000000E+000
6,000000000000000E+000	3,421002125230260E+000	0,000000000000000E+000	2,5083702E+000	-1,564946805615099E+001	3,471062549142842E+005	-4,497541702222259E+000	3,421002125230260E+000	0,0000000E+000
6,000000000000000E+000	3,458482513405297E+000	0,000000000000000E+000	2,5070410E+000	-1,568694844331969E+001	3,471362550919326E+005	-4,497619947840589E+000	3,458482513405297E+000	0,0000000E+000
6,000000000000000E+000	3,495963220923424E+000	0,000000000000000E+000	2,5057044E+000	-1,572442914981604E+001	3,471662552695810E+005	-4,497658268784475E+000	3,495963220923424E+000	0,0000000E+000
6,000000000000000E+000	3,533443929206557E+000	0,000000000000000E+000	2,5043676E+000	-1,576190985708385E+001	3,471962554472294E+005	-4,497658360584620E+000	3,533443929206557E+000	0,0000000E+000
6,000000000000000E+000	3,570924623255783E+000	0,000000000000000E+000	2,5030997E+000	-1,579939055011664E+001	3,472262556248778E+005	-4,497656652525887E+000	3,570924623255783E+000	0,0000000E+000
6,000000000000000E+000	3,608405349636820E+000	0,000000000000000E+000	2,5017781E+000	-1,583687127547322E+001	3,472562558025261E+005	-4,497660532320240E+000	3,608405349636820E+000	0,0000000E+000
6,000000000000000E+000	3,645886164543364E+000	0,000000000000000E+000	2,5005293E+000	-1,587435208934946E+001	3,472862559801741E+005	-4,497671155388009E+000	3,645886164543364E+000	0,0000000E+000
6,000000000000000E+000	3,683366643229326E+000	0,000000000000000E+000	2,4992995E+000	-1,591183256702786E+001	3,473162561578224E+005	-4,497630809087232E+000	3,683366643229326E+000	0,0000000E+000
6,000000000000000E+000	3,720846747855822E+000	0,000000000000000E+000	2,4980087E+000	-1,594931267066134E+001	3,473462563354708E+005	-4,497585922217211E+000	3,720846747855822E+000	0,0000000E+000
6,000000000000000E+000	3,758326940852986E+000	0,000000000000000E+000	2,4967177E+000	-1,598679286267413E+001	3,473762565131192E+005	-4,497596526634523E+000	3,758326940852986E+000	0,0000000E+000
6,000000000000000E+000	3,795807240935246E+000	0,000000000000000E+000	2,4954498E+000	-1,602427316176059E+001	3,474062566907676E+005	-4,497609376769891E+000	3,795807240935246E+000	0,0000000E+000
6,000000000000000E+000	3,833287333781640E+000	0,000000000000000E+000	2,4942238E+000	-1,606175325361803E+001	3,474362568684160E+005	-4,497584508613216E+000	3,833287333781640E+000	0,0000000E+000
6,000000000000000E+000	3,870767558308708E+000	0,000000000000000E+000	2,4930322E+000	-1,609923347715855E+001	3,474662570460644E+005	-4,497600310200529E+000	3,870767558308708E+000	0,0000000E+000
6,000000000000000E+000	3,908248351176315E+000	0,000000000000000E+000	2,4918139E+000	-1,613671426899269E+001	3,474962572237127E+005	-4,497668510661463E+000	3,908248351176315E+000	0,0000000E+000
6,000000000000000E+000	3,945729715807941E+000	0,000000000000000E+000	2,4906147E+000	-1,617419563259954E+001	3,475262574013611E+005	-4,497737121937430E+000	3,945729715807941E+000	0,0000000E+000
6,000000000000000E+000	3,983209347634448E+000	0,000000000000000E+000	2,4894195E+000	-1,621167526344548E+001	3,475562575790090E+005	-4,497529186624199E+000	3,983209347634448E+000	0,0000000E+000
6,000000000000000E+000	4,020689139139812E+000	0,000000000000000E+000	2,4882393E+000	-1,624915505396668E+001	3,475862577566574E+005	-4,497548347903706E+000	4,020689139139812E+000	0,0000000E+000
6,000000000000000E+000	4,058168676019563E+000	0,000000000000000E+000	2,4870706E+000	-1,628663458986802E+001	3,476162579343058E+005	-4,497517793011220E+000	4,058168676019563E+000	0,0000000E+000
6,000000000000000E+000	4,095649082450814E+000	0,000000000000000E+000	2,4859324E+000	-1,632411499529261E+001	3,476462581119537E+005	-4,497622138643100E+000	4,095649082450814E+000	0,0000000E+000
6,000000000000000E+000	4,133129232174953E+000	0,000000000000000E+000	2,4847562E+000	-1,636159514402665E+001	3,476762582896017E+005	-4,497591333972074E+000	4,133129232174953E+000	0,0000000E+000
6,000000000000000E+000	4,170608962905090E+000	0,000000000000000E+000	2,4835761E+000	-1,639907487377358E+001	3,477062584672496E+005	-4,497541054989461E+000	4,170608962905090E+000	0,0000000E+000
6,000000000000000E+000	4,208088579437971E+000	0,000000000000000E+000	2,4824417E+000	-1,643655448932748E+001	3,477362586448975E+005	-4,497527351400106E+000	4,208088579437971E+000	0,0000000E+000
6,000000000000000E+000	4,245568366296822E+000	0,000000000000000E+000	2,4812691E+000	-1,647403427520254E+001	3,477662588225454E+005	-4,497547790395235E+000	4,245568366296822E+000	0,0000000E+000
6,000000000000000E+000	4,283047651923710E+000	0,000000000000000E+000	2,4801617E+000	-1,651151355985912E+001	3,477962590001933E+005	-4,497487642915991E+000	4,283047651923710E+000	0,0000000E+000
6,000000000000000E+000	4,320526310723888E+000	0,000000000000000E+000	2,4789853E+000	-1,654899221768814E+001	3,478262591778412E+005	-4,497412424156185E+000	4,320526310723888E+000	0,0000000E+000
6,000000000000000E+000	4,358005667980222E+000	0,000000000000000E+000	2,4779084E+000	-1,658647157396131E+001	3,478562593554892E+005	-4,497496238398463E+000	4,358005667980222E+000	0,0000000E+000
6,000000000000000E+000	4,395485613815891E+000	0,000000000000000E+000	2,4768200E+000	-1,662395151881520E+001	3,478862595331371E+005	-4,497566867500641E+000	4,395485613815891E+000	0,0000000E+000
6,000000000000000E+000	4,432966308535974E+000	0,000000000000000E+000	2,4756932E+000	-1,666143221251149E+001	3,479162597107850E+005	-4,497656733098052E+000	4,432966308535974E+000	0,0000000E+000
6,000000000000000E+000	4,470446149948386E+000	0,000000000000000E+000	2,4746163E+000	-1,669891205294095E+001	3,479462598884329E+005	-4,497554336783879E+000	4,470446149948386E+000	0,0000000E+000
6,000000000000000E+000	4,507925375421631E+000	0,000000000000000E+000	2,4734781E+000	-1,673639127743472E+001	3,479762600660808E+005	-4,497480424521540E+000	4,507925375421631E+000	0,0000000E+000
6,000000000000000E+000	4,545404867281544E+000	0,000000000000000E+000	2,4725082E+000	-1,677387076831929E+001	3,480062602437288E+005	-4,497512390732395E+000	4,545404867281544E+000	0,0000000E+000
6,000000000000000E+000	4,582885137131083E+000	0,000000000000000E+000	2,4713776E+000	-1,681135103717142E+001	3,480362604213767E+005	-4,497605748934678E+000	4,582885137131083E+000	0,0000000E+000
6,000000000000000E+000	4,620365564713135E+000	0,000000000000000E+000	2,4703770E+000	-1,684883146375227E+001	3,480662605990246E+005	-4,497624676724181E+000	4,620365564713135E+000	0,0000000E+000
6,000000000000000E+000	4,657846342803293E+000	0,000000000000000E+000	2,4692962E+000	-1,688631224081643E+001	3,480962607766725E+005	-4,497666737447964E+000	4,657846342803293E+000	0,0000000E+000
6,000000000000000E+000	4,695326649879298E+000	0,000000000000000E+000	2,4682498E+000	-1,692379254690043E+001	3,481262609543204E+005	-4,497610216084027E+000	4,695326649879298E+000	0,0000000E+000
6,000000000000000E+000	4,732806692858379E+000	0,000000000000000E+000	2,4672225E+000	-1,696127258889760E+001	3,481562611319683E+005	-4,497578524641010E+000	4,732806692858379E+000	0,0000000E+000
6,000000000000000E+000	4,770286313201614E+000	0,000000000000000E+000	2,4661913E+000	-1,699875220827058E+001	3,481862613096163E+005	-4,497527808639729E+000	4,770286313201614E+000	0,0000000E+000
6,000000000000000E+000	4,807766195262857E+000	0,000000000000000E+000	2,4652059E+000	-1,703623208934424E+001	3,482162614872642E+005	-4,497559214614745E+000	4,807766195262857E+000	0,0000000E+000
6,000000000000000E+000	4,845246073482037E+000	0,000000000000000E+000	2,4641938E+000	-1,707371196658556E+001	3,482462616649121E+005	-4,497558753569986E+000	4,845246073482037E+000	0,0000000E+000
6,000000000000000E+000	4,882726172140599E+000	0,000000000000000E+000	2,4631932E+000	-1,711119206425709E+001	3,482762618425600E+005	-4,497585206139072E+000	4,882726172140599E+000	0,0000000E+000
6,000000000000000E+000	4,920206688452271E+000	0,000000000000000E+000	2,4621811E+000	-1,714867257955371E+001	3,483062620202079E+005	-4,497635324215528E+000	4,920206688452271E+000	0,0000000E+000
6,000000000000000E+000	4,957687150654449E+000	0,000000000000000E+000	2,4611843E+000	-1,718615304075127E+001	3,483362621978559E+005	-4,497628831114711E+000	4,957687150654449E+000	0,0000000E+000
6,000000000000000E+000	4,995167725463232E+000	0,000000000000000E+000	2,4601989E+000	-1,722363361454630E+001	3,483662623755038E+005	-4,497642343827281E+000	4,995167725463232E+000	0,0000000E+000
6,000000000000000E+000	5,032648070616273E+000	0,000000000000000E+000	2,4592557E+000	-1,726111395869425E+001	3,483962625531517E+005	-4,497614785301354E+000	5,032648070616273E+000	0,0000000E+000
6,000000000000000E+000	5,070127898117702E+000	0,000000000000000E+000	2,4582627E+000	-1,729859378521554E+001	3,484262627307996E+005	-4,497552667475882E+000	5,070127898117702E+000	0,0000000E+000
6,000000000000000E+000	5,107608475741626E+000	0,000000000000000E+000	2,4573956E+000	-1,733607436181887E+001	3,484562629084475E+005	-4,497642681642155E+000	5,107608475741626E+000	0,0000000E+000
6,000000000000000E+000	5,145088859175259E+000	0,000000000000000E+000	2,4564447E+000	-1,737355474425485E+001	3,484862630860955E+005	-4,497619378945315E+000	5,145088859175259E+000	0,0000000E+000
6,000000000000000E+000	5,182568808912332E+000	0,000000000000000E+000	2,4554594E+000	-1,741103469300811E+001	3,485162632637434E+005	-4,497567335666128E+000	5,182568808912332E+000	0,0000000E+000
6,000000000000000E+000	5,220049197461421E+000	0,000000000000000E+000	2,4545810E+000	-1,744851508055258E+001	3,485462634413913E+005	-4,497619992796406E+000	5,220049197461421E+000	0,0000000E+000
6,000000000000000E+000	5,257528688905717E+000	0,000000000000000E+000	2,4536910E+000	-1,748599457101748E+001	3,485762636190392E+005	-4,497512340858703E+000	5,257528688905717E+000	0,0000000E+000
6,000000000000000E+000	5,295007749751781E+000	0,000000000000000E+000	2,4527898E+000	-1,752347363089289E+001	3,486062637966871E+005	-4,497460669376783E+000	5,295007749751781E+000	0,0000000E+000
6,000000000000000E+000	5,332487789307145E+000	0,000000000000000E+000	2,4519191E+000	-1,756095366946019E+001	3,486362639743350E+005	-4,497578113797368E+000	5,332487789307145E+000	0,0000000E+000
6,000000000000000E+000	5,369968582990806E+000	0,000000000000000E+000	2,4510100E+000	-1,759843446212959E+001	3,486662641519830E+005	-4,497668608657154E+000	5,369968582990806E+000	0,0000000E+000
6,000000000000000E+000	5,407449891859399E+000	0,000000000000000E+000	2,4501240E+000	-1,763591576994726E+001	3,486962643296309E+005	-4,497730430482944E+000	5,407449891859399E+000	0,0000000E+000
6,000000000000000E+000	5,444931624225564E+000	0,000000000000000E+000	2,4493105E+000	-1,767339750126998E+001	3,487262645072788E+005	-4,497781249890519E+000	5,444931624225564E+000	0,0000000E+000
6,000000000000000E+000	5,482413113668151E+000	0,000000000000000E+000	2,4484665E+000	-1,771087898967536E+001	3,487562646849267E+005	-4,497752099233821E+000	5,482413113668151E+000	0,0000000E+000
6,000000000000000E+000	5,519893724253841E+000	0,000000000000000E+000	2,4475956E+000	-1,774835959924110E+001	3,487862648625746E+005	-4,497646637030644E+000	5,519893724253841E+000	0,0000000E+000
6,000000000000000E+000	5,557374655523222E+000	0,000000000000000E+000	2,4468012E+000	-1,778584052947505E+001	3,488162650402226E+005	-4,497685118845719E+000	5,557374655523222E+000	0,0000000E+000
6,000000000000000E+000	5,594855197457394E+000	0,000000000000000E+000	2,4459994E+000	-1,782332107040286E+001	3,488462652178705E+005	-4,497638398897359E+000	5,594855197457394E+000	0,0000000E+000
6,000000000000000E+000	5,632335820541330E+000	0,000000000000000E+000	2,4451818E+000	-1,786080169246448E+001	3,488762653955184E+005	-4,497648136811319E+000	5,632335820541330E+000	0,0000000E+000
6,000000000000000E+000	5,669816776449656E+000	0,000000000000000E+000	2,4443836E+000	-1,789828264734202E+001	3,489062655731663E+005	-4,497688075501515E+000	5,669816776449656E+000	0,0000000E+000
6,000000000000000E+000	5,707297365006899E+000	0,000000000000000E+000	2,4435625E+000	-1,793576323487388E+001	3,489362657508142E+005	-4,497643993632753E+000	5,707297365006899E+000	0,0000000E+000
6,000000000000000E+000	5,744776651630588E+000	0,000000000000000E+000	2,4428217E+000	-1,797324252052331E+001	3,489662659284621E+005	-4,497487762531473E+000	5,744776651630588E+000	0,0000000E+000
6,000000000000000E+000	5,782256249586319E+000	0,000000000000000E+000	2,4420121E+000	-1,801072211750537E+001	3,489962661061101E+005	-4,497525122155087E+000	5,782256249586319E+000	0,0000000E+000
6,000000000000000E+000	5,819736737717419E+000	0,000000000000000E+000	2,4412215E+000	-1,804820260463301E+001	3,490262662837580E+005	-4,497631942566827E+000	5,819736737717419E+000	0,0000000E+000
6,000000000000000E+000	5,857217197614752E+000	0,000000000000000E+000	2,4404728E+000	-1,808568306353723E+001	3,490562664614059E+005	-4,497628554534902E+000	5,857217197614752E+000	0,0000000E+000
6,000000000000000E+000	5,894697156702971E+000	0,000000000000000E+000	2,4397664E+000	-1,812316302163190E+001	3,490862666390538E+005	-4,497568457797189E+000	5,894697156702971E+000	0,0000000E+000
6,000000000000000E+000	5,932176586906648E+000	0,000000000000000E+000	2,4389949E+000	-1,816064245085610E+001	3,491162668167017E+005	-4,497504992027809E+000	5,932176586906648E+000	0,0000000E+000
6,000000000000000E+000	5,969655686438007E+000	0,000000000000000E+000	2,4382846E+000	-1,819812154941262E+001	3,491462669943497E+005	-4,497465311584732E+000	5,969655686438007E+000	0,0000000E+000
6,000000000000000E+000	6,007135776145329E+000	0,000000000000000E+000	2,4375970E+000	-1,823560163812990E+001	3,491762671719976E+005	-4,497584131996619E+000	6,007135776145329E+000	0,0000000E+000
6,000000000000000E+000	6,044616210274833E+000	0,000000000000000E+000	2,4368026E+000	-1,827308207125266E+001	3,492062673496455E+005	-4,497625462413651E+000	6,044616210274833E+000	0,0000000E+000
6,000000000000000E+000	6,082096267162698E+000	0,000000000000000E+000	2,4361496E+000	-1,831056212714794E+001	3,492362675272934E+005	-4,497580193685157E+000	6,082096267162698E+000	0,0000000E+000
6,000000000000000E+000	6,119576995213698E+000	0,000000000000000E+000	2,4354432E+000	-1,834804285417512E+001	3,492662677049413E+005	-4,497660732784450E+000	6,119576995213698E+000	0,0000000E+000
6,000000000000000E+000	6,157057730049482E+000	0,000000000000000E+000	2,4347403E+000	-1,838552358798258E+001	3,492962678825893E+005	-4,497661546953644E+000	6,157057730049482E+000	0,0000000E+000
6,000000000000000E+000	6,194537476711861E+000	0,000000000000000E+000	2,4341178E+000	-1,842300333366765E+001	3,493262680602372E+005	-4,497542966847189E+000	6,194537476711861E+000	0,0000000E+000
6,000000000000000E+000	6,232017654252454E+000	0,000000000000000E+000	2,4334571E+000	-1,846048351021152E+001	3,493562682378851E+005	-4,497594671926856E+000	6,232017654252454E+000	0,0000000E+000
6,000000000000000E+000	6,269497750130260E+000	0,000000000000000E+000	2,4327199E+000	-1,849796360510975E+001	3,493862684155330E+005	-4,497584872450405E+000	6,269497750130260E+000	0,0000000E+000
6,000000000000000E+000	6,306976812154774E+000	0,000000000000000E+000	2,4320974E+000	-1,853544266615926E+001	3,494162685931809E+005	-4,497460810789952E+000	6,306976812154774E+000	0,0000000E+000
6,000000000000000E+000	6,344455626580163E+000	0,000000000000000E+000	2,4314482E+000	-1,857292147961034E+001	3,494462687708288E+005	-4,497431099070904E+000	6,344455626580163E+000	0,0000000E+000
6,000000000000000E+000	6,381934920020981E+000	0,000000000000000E+000	2,4308028E+000	-1,861040077207465E+001	3,494762689484768E+005	-4,497488580582099E+000	6,381934920020981E+000	0,0000000E+000
6,000000000000000E+000	6,419414704617530E+000	0,000000000000000E+000	2,4301765E+000	-1,864788055568992E+001	3,495062691261247E+005	-4,497547518920732E+000	6,419414704617530E+000	0,0000000E+000
6,000000000000000E+000	6,456894992117223E+000	0,000000000000000E+000	2,4296188E+000	-1,868536084219318E+001	3,495362693037726E+005	-4,497607866940604E+000	6,456894992117223E+000	0,0000000E+000
6,000000000000000E+000	6,494375131391317E+000	0,000000000000000E+000	2,4289582E+000	-1,872284098048205E+001	3,495662694814205E+005	-4,497590079974067E+000	6,494375131391317E+000	0,0000000E+000
6,000000000000000E+000	6,531855303913623E+000	0,000000000000000E+000	2,4283280E+000	-1,876032115201627E+001	3,495962696590684E+005	-4,497594069735953E+000	6,531855303913623E+000	0,0000000E+000
6,000000000000000E+000	6,569335724370775E+000	0,000000000000000E+000	2,4277513E+000	-1,879780157146607E+001	3,496262698367164E+005	-4,497623821741145E+000	6,569335724370775E+000	0,0000000E+000
6,000000000000000E+000	6,606815885951232E+000	0,000000000000000E+000	2,4271173E+000	-1,883528173204949E+001	3,496562700143643E+005	-4,497592756721751E+000	6,606815885951232E+000	0,0000000E+000
6,000000000000000E+000	6,644296577438517E+000	0,000000000000000E+000	2,4265711E+000	-1,887276242251099E+001	3,496862701920122E+005	-4,497656345164710E+000	6,644296577438517E+000	0,0000000E+000
6,000000000000000E+000	6,681777203706904E+000	0,000000000000000E+000	2,4259677E+000	-1,891024304775275E+001	3,497162703696601E+005	-4,497648518943175E+000	6,681777203706904E+000	0,0000000E+000
6,000000000000000E+000	6,719258056283611E+000	0,000000000000000E+000	2,4254141E+000	-1,894772389930677E+001	3,497462705473080E+005	-4,497675675780680E+000	6,719258056283611E+000	0,0000000E+000
6,000000000000000E+000	6,756738403575266E+000	0,000000000000000E+000	2,4248028E+000	-1,898520424559598E+001	3,497762707249559E+005	-4,497615041933593E+000	6,756738403575266E+000	0,0000000E+000
6,000000000000000E+000	6,794218255413113E+000	0,000000000000000E+000	2,4242759E+000	-1,902268409645157E+001	3,498062709026039E+005	-4,497555587828691E+000	6,794218255413113E+000	0,0000000E+000
6,000000000000000E+000	6,831698139387983E+000	0,000000000000000E+000	2,4236953E+000	-1,906016397944776E+001	3,498362710802518E+005	-4,497559444248624E+000	6,831698139387983E+000	0,0000000E+000
6,000000000000000E+000	6,869178204005114E+000	0,000000000000000E+000	2,4231377E+000	-1,909764404307967E+001	3,498662712578997E+005	-4,497581121191516E+000	6,869178204005114E+000	0,0000000E+000
6,000000000000000E+000	6,906657881700971E+000	0,000000000000000E+000	2,4226794E+000	-1,913512371979523E+001	3,498962714355476E+005	-4,497534690913657E+000	6,906657881700971E+000	0,0000000E+000
6,000000000000000E+000	6,944136851893801E+000	0,000000000000000E+000	2,4220912E+000	-1,917260268901123E+001	3,499262716131955E+005	-4,497449791053113E+000	6,944136851893801E+000	0,0000000E+000
6,000000000000000E+000	6,981615928760640E+000	0,000000000000000E+000	2,4215720E+000	-1,921008176490630E+001	3,499562717908435E+005	-4,497462591858381E+000	6,981615928760640E+000	0,0000000E+000
6,000000000000000E+000	7,019095620068767E+000	0,000000000000000E+000	2,4210868E+000	-1,924756145522240E+001	3,499862719684914E+005	-4,497536324376427E+000	7,019095620068767E+000	0,0000000E+000
